State Imports by NAICS Commodities,,,,
Current date: 11/14/2018 6:42 PM (Eastern Standard Time),,,,
State,Commodity,Country,Time,Customs Value (Gen) ($US)
Washington,980 Goods Returned (exports For Canada Only),World Total,2008,"804,163,524"
Washington,980 Goods Returned (exports For Canada Only),World Total,2009,"660,112,559"
Washington,980 Goods Returned (exports For Canada Only),World Total,2010,"864,982,974"
Washington,980 Goods Returned (exports For Canada Only),World Total,2011,"778,007,176"
Washington,980 Goods Returned (exports For Canada Only),World Total,2012,"918,375,187"
Washington,980 Goods Returned (exports For Canada Only),World Total,2013,"1,052,928,959"
Washington,980 Goods Returned (exports For Canada Only),World Total,2014,"1,198,071,680"
Washington,980 Goods Returned (exports For Canada Only),World Total,2015,"1,883,622,192"
Washington,980 Goods Returned (exports For Canada Only),World Total,2016,"2,031,546,441"
Washington,980 Goods Returned (exports For Canada Only),World Total,2017,"1,840,105,069"
Washington,990 Other Special Classification Provisions,World Total,2008,"198,997,955"
Washington,990 Other Special Classification Provisions,World Total,2009,"147,506,636"
Washington,990 Other Special Classification Provisions,World Total,2010,"166,987,122"
Washington,990 Other Special Classification Provisions,World Total,2011,"148,761,244"
Washington,990 Other Special Classification Provisions,World Total,2012,"88,321,818"
Washington,990 Other Special Classification Provisions,World Total,2013,"96,097,472"
Washington,990 Other Special Classification Provisions,World Total,2014,"89,974,642"
Washington,990 Other Special Classification Provisions,World Total,2015,"120,038,430"
Washington,990 Other Special Classification Provisions,World Total,2016,"55,335,726"
Washington,990 Other Special Classification Provisions,World Total,2017,"72,169,678"
West Virginia,111 Agricultural Products,World Total,2008,"400,611"
West Virginia,111 Agricultural Products,World Total,2009,"342,044"
West Virginia,111 Agricultural Products,World Total,2010,"432,992"
West Virginia,111 Agricultural Products,World Total,2011,"1,890,200"
West Virginia,111 Agricultural Products,World Total,2012,"2,737,181"
West Virginia,111 Agricultural Products,World Total,2013,"2,422,856"
West Virginia,111 Agricultural Products,World Total,2014,"578,292"
West Virginia,111 Agricultural Products,World Total,2015,"520,716"
West Virginia,111 Agricultural Products,World Total,2016,"269,312"
West Virginia,111 Agricultural Products,World Total,2017,"523,398"
West Virginia,112 Livestock & Livestock Products,World Total,2008,"4,948,067"
West Virginia,112 Livestock & Livestock Products,World Total,2009,"2,909,553"
West Virginia,112 Livestock & Livestock Products,World Total,2010,"2,618,730"
West Virginia,112 Livestock & Livestock Products,World Total,2011,"2,548,741"
West Virginia,112 Livestock & Livestock Products,World Total,2012,"3,709,806"
West Virginia,112 Livestock & Livestock Products,World Total,2013,"3,990,502"
West Virginia,112 Livestock & Livestock Products,World Total,2014,"206,199"
West Virginia,112 Livestock & Livestock Products,World Total,2015,"705,893"
West Virginia,112 Livestock & Livestock Products,World Total,2016,"1,095,907"
West Virginia,112 Livestock & Livestock Products,World Total,2017,"2,639,865"
West Virginia,"113 Forestry Products, Nesoi",World Total,2008,"76,501"
West Virginia,"113 Forestry Products, Nesoi",World Total,2009,"26,448"
West Virginia,"113 Forestry Products, Nesoi",World Total,2010,"12,519"
West Virginia,"113 Forestry Products, Nesoi",World Total,2012,"44,323"
West Virginia,"113 Forestry Products, Nesoi",World Total,2014,"2,307"
West Virginia,"113 Forestry Products, Nesoi",World Total,2015,"12,150"
West Virginia,"113 Forestry Products, Nesoi",World Total,2016,"342,204"
West Virginia,"113 Forestry Products, Nesoi",World Total,2017,"9,572"
West Virginia,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2015,"5,376"
West Virginia,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2017,"28,000"
West Virginia,211 Oil & Gas,World Total,2009,"19,835"
West Virginia,211 Oil & Gas,World Total,2011,"70,773"
West Virginia,211 Oil & Gas,World Total,2012,"2,200"
West Virginia,211 Oil & Gas,World Total,2013,"80,011"
West Virginia,211 Oil & Gas,World Total,2015,"23,000"
West Virginia,211 Oil & Gas,World Total,2016,"31,053"
West Virginia,212 Minerals & Ores,World Total,2008,"28,867,009"
West Virginia,212 Minerals & Ores,World Total,2009,"17,245,375"
West Virginia,212 Minerals & Ores,World Total,2010,"21,515,231"
West Virginia,212 Minerals & Ores,World Total,2011,"17,034,943"
West Virginia,212 Minerals & Ores,World Total,2012,"6,686,399"
West Virginia,212 Minerals & Ores,World Total,2013,"5,261,247"
West Virginia,212 Minerals & Ores,World Total,2014,"10,728,947"
West Virginia,212 Minerals & Ores,World Total,2015,"13,356,484"
West Virginia,212 Minerals & Ores,World Total,2016,"12,962,957"
West Virginia,212 Minerals & Ores,World Total,2017,"27,976,725"
West Virginia,311 Food & Kindred Products,World Total,2008,"1,804,533"
West Virginia,311 Food & Kindred Products,World Total,2009,"2,250,388"
West Virginia,311 Food & Kindred Products,World Total,2010,"1,621,959"
West Virginia,311 Food & Kindred Products,World Total,2011,"1,815,208"
West Virginia,311 Food & Kindred Products,World Total,2012,"2,572,459"
West Virginia,311 Food & Kindred Products,World Total,2013,"2,390,903"
West Virginia,311 Food & Kindred Products,World Total,2014,"2,531,179"
West Virginia,311 Food & Kindred Products,World Total,2015,"2,721,918"
West Virginia,311 Food & Kindred Products,World Total,2016,"2,163,085"
West Virginia,311 Food & Kindred Products,World Total,2017,"3,897,818"
West Virginia,312 Beverages & Tobacco Products,World Total,2008,"1,137,105"
West Virginia,312 Beverages & Tobacco Products,World Total,2009,"675,864"
West Virginia,312 Beverages & Tobacco Products,World Total,2010,"1,018,138"
West Virginia,312 Beverages & Tobacco Products,World Total,2011,"1,527,023"
West Virginia,312 Beverages & Tobacco Products,World Total,2012,"2,058,786"
West Virginia,312 Beverages & Tobacco Products,World Total,2013,"2,201,072"
West Virginia,312 Beverages & Tobacco Products,World Total,2014,"2,206,363"
West Virginia,312 Beverages & Tobacco Products,World Total,2015,"2,384,618"
West Virginia,312 Beverages & Tobacco Products,World Total,2016,"2,484,437"
West Virginia,312 Beverages & Tobacco Products,World Total,2017,"2,917,692"
West Virginia,313 Textiles & Fabrics,World Total,2008,"980,559"
West Virginia,313 Textiles & Fabrics,World Total,2009,"704,101"
West Virginia,313 Textiles & Fabrics,World Total,2010,"1,823,579"
West Virginia,313 Textiles & Fabrics,World Total,2011,"1,811,723"
West Virginia,313 Textiles & Fabrics,World Total,2012,"2,318,828"
West Virginia,313 Textiles & Fabrics,World Total,2013,"1,731,764"
West Virginia,313 Textiles & Fabrics,World Total,2014,"1,165,559"
West Virginia,313 Textiles & Fabrics,World Total,2015,"1,227,982"
West Virginia,313 Textiles & Fabrics,World Total,2016,"1,363,709"
West Virginia,313 Textiles & Fabrics,World Total,2017,"1,252,290"
West Virginia,314 Textile Mill Products,World Total,2008,"3,371,706"
West Virginia,314 Textile Mill Products,World Total,2009,"4,370,034"
West Virginia,314 Textile Mill Products,World Total,2010,"3,075,403"
West Virginia,314 Textile Mill Products,World Total,2011,"2,927,122"
West Virginia,314 Textile Mill Products,World Total,2012,"2,439,592"
West Virginia,314 Textile Mill Products,World Total,2013,"4,388,121"
West Virginia,314 Textile Mill Products,World Total,2014,"8,384,540"
West Virginia,314 Textile Mill Products,World Total,2015,"8,190,141"
West Virginia,314 Textile Mill Products,World Total,2016,"3,928,100"
West Virginia,314 Textile Mill Products,World Total,2017,"2,889,523"
West Virginia,315 Apparel & Accessories,World Total,2008,"208,182,674"
West Virginia,315 Apparel & Accessories,World Total,2009,"288,518,738"
West Virginia,315 Apparel & Accessories,World Total,2010,"234,135,763"
West Virginia,315 Apparel & Accessories,World Total,2011,"206,148,473"
West Virginia,315 Apparel & Accessories,World Total,2012,"198,568,854"
West Virginia,315 Apparel & Accessories,World Total,2013,"206,070,578"
West Virginia,315 Apparel & Accessories,World Total,2014,"63,248,016"
West Virginia,315 Apparel & Accessories,World Total,2015,"54,194,941"
West Virginia,315 Apparel & Accessories,World Total,2016,"28,226,370"
West Virginia,315 Apparel & Accessories,World Total,2017,"19,773,223"
West Virginia,316 Leather & Allied Products,World Total,2008,"14,549,169"
West Virginia,316 Leather & Allied Products,World Total,2009,"14,336,778"
West Virginia,316 Leather & Allied Products,World Total,2010,"11,106,762"
West Virginia,316 Leather & Allied Products,World Total,2011,"5,247,275"
West Virginia,316 Leather & Allied Products,World Total,2012,"8,077,777"
West Virginia,316 Leather & Allied Products,World Total,2013,"17,443,625"
West Virginia,316 Leather & Allied Products,World Total,2014,"24,557,151"
West Virginia,316 Leather & Allied Products,World Total,2015,"21,822,036"
West Virginia,316 Leather & Allied Products,World Total,2016,"11,144,098"
West Virginia,316 Leather & Allied Products,World Total,2017,"5,189,317"
West Virginia,321 Wood Products,World Total,2008,"8,877,548"
West Virginia,321 Wood Products,World Total,2009,"5,065,434"
West Virginia,321 Wood Products,World Total,2010,"8,760,274"
West Virginia,321 Wood Products,World Total,2011,"10,913,758"
West Virginia,321 Wood Products,World Total,2012,"12,129,775"
West Virginia,321 Wood Products,World Total,2013,"12,287,303"
West Virginia,321 Wood Products,World Total,2014,"13,560,916"
West Virginia,321 Wood Products,World Total,2015,"11,776,030"
West Virginia,321 Wood Products,World Total,2016,"13,014,794"
West Virginia,321 Wood Products,World Total,2017,"12,196,026"
West Virginia,322 Paper,World Total,2008,"58,999,012"
West Virginia,322 Paper,World Total,2009,"48,005,417"
West Virginia,322 Paper,World Total,2010,"44,829,396"
West Virginia,322 Paper,World Total,2011,"46,523,230"
West Virginia,322 Paper,World Total,2012,"53,561,856"
West Virginia,322 Paper,World Total,2013,"58,118,265"
West Virginia,322 Paper,World Total,2014,"55,006,270"
West Virginia,322 Paper,World Total,2015,"58,697,129"
West Virginia,322 Paper,World Total,2016,"57,161,290"
West Virginia,322 Paper,World Total,2017,"50,257,614"
West Virginia,"323 Printed Matter And Related Products, Nesoi",World Total,2008,"3,681,508"
West Virginia,"323 Printed Matter And Related Products, Nesoi",World Total,2009,"3,600,616"
West Virginia,"323 Printed Matter And Related Products, Nesoi",World Total,2010,"1,937,909"
West Virginia,"323 Printed Matter And Related Products, Nesoi",World Total,2011,"2,283,314"
West Virginia,"323 Printed Matter And Related Products, Nesoi",World Total,2012,"2,218,560"
West Virginia,"323 Printed Matter And Related Products, Nesoi",World Total,2013,"2,082,573"
West Virginia,"323 Printed Matter And Related Products, Nesoi",World Total,2014,"2,966,989"
West Virginia,"323 Printed Matter And Related Products, Nesoi",World Total,2015,"6,121,367"
West Virginia,"323 Printed Matter And Related Products, Nesoi",World Total,2016,"4,838,876"
West Virginia,"323 Printed Matter And Related Products, Nesoi",World Total,2017,"3,127,157"
West Virginia,324 Petroleum & Coal Products,World Total,2008,"27,578,172"
West Virginia,324 Petroleum & Coal Products,World Total,2009,"12,436,849"
West Virginia,324 Petroleum & Coal Products,World Total,2010,"19,343,640"
West Virginia,324 Petroleum & Coal Products,World Total,2011,"38,826,076"
West Virginia,324 Petroleum & Coal Products,World Total,2012,"49,942,126"
West Virginia,324 Petroleum & Coal Products,World Total,2013,"34,794,333"
West Virginia,324 Petroleum & Coal Products,World Total,2014,"40,671,898"
West Virginia,324 Petroleum & Coal Products,World Total,2015,"23,427,071"
West Virginia,324 Petroleum & Coal Products,World Total,2016,"22,122,319"
West Virginia,324 Petroleum & Coal Products,World Total,2017,"44,715,342"
West Virginia,325 Chemicals,World Total,2008,"910,318,784"
West Virginia,325 Chemicals,World Total,2009,"707,788,868"
West Virginia,325 Chemicals,World Total,2010,"1,001,448,247"
West Virginia,325 Chemicals,World Total,2011,"1,168,790,162"
West Virginia,325 Chemicals,World Total,2012,"1,059,077,102"
West Virginia,325 Chemicals,World Total,2013,"999,322,767"
West Virginia,325 Chemicals,World Total,2014,"1,087,424,660"
West Virginia,325 Chemicals,World Total,2015,"873,959,878"
West Virginia,325 Chemicals,World Total,2016,"849,231,098"
West Virginia,325 Chemicals,World Total,2017,"777,198,683"
West Virginia,326 Plastics & Rubber Products,World Total,2008,"61,780,335"
West Virginia,326 Plastics & Rubber Products,World Total,2009,"48,303,191"
West Virginia,326 Plastics & Rubber Products,World Total,2010,"62,975,590"
West Virginia,326 Plastics & Rubber Products,World Total,2011,"68,939,645"
West Virginia,326 Plastics & Rubber Products,World Total,2012,"79,623,047"
West Virginia,326 Plastics & Rubber Products,World Total,2013,"74,596,979"
West Virginia,326 Plastics & Rubber Products,World Total,2014,"78,277,069"
West Virginia,326 Plastics & Rubber Products,World Total,2015,"72,858,445"
West Virginia,326 Plastics & Rubber Products,World Total,2016,"52,476,419"
West Virginia,326 Plastics & Rubber Products,World Total,2017,"49,759,545"
West Virginia,327 Nonmetallic Mineral Products,World Total,2008,"29,993,051"
West Virginia,327 Nonmetallic Mineral Products,World Total,2009,"24,145,539"
West Virginia,327 Nonmetallic Mineral Products,World Total,2010,"35,651,812"
West Virginia,327 Nonmetallic Mineral Products,World Total,2011,"34,462,471"
West Virginia,327 Nonmetallic Mineral Products,World Total,2012,"44,006,078"
West Virginia,327 Nonmetallic Mineral Products,World Total,2013,"53,493,985"
West Virginia,327 Nonmetallic Mineral Products,World Total,2014,"48,593,597"
West Virginia,327 Nonmetallic Mineral Products,World Total,2015,"51,952,814"
West Virginia,327 Nonmetallic Mineral Products,World Total,2016,"61,691,235"
West Virginia,327 Nonmetallic Mineral Products,World Total,2017,"65,278,543"
West Virginia,331 Primary Metal Mfg,World Total,2008,"516,462,689"
West Virginia,331 Primary Metal Mfg,World Total,2009,"148,969,345"
West Virginia,331 Primary Metal Mfg,World Total,2010,"208,716,358"
West Virginia,331 Primary Metal Mfg,World Total,2011,"261,047,556"
West Virginia,331 Primary Metal Mfg,World Total,2012,"296,524,546"
West Virginia,331 Primary Metal Mfg,World Total,2013,"352,602,733"
West Virginia,331 Primary Metal Mfg,World Total,2014,"341,602,958"
West Virginia,331 Primary Metal Mfg,World Total,2015,"303,112,857"
West Virginia,331 Primary Metal Mfg,World Total,2016,"249,194,289"
West Virginia,331 Primary Metal Mfg,World Total,2017,"263,655,330"
West Virginia,"332 Fabricated Metal Products, Nesoi",World Total,2008,"145,736,830"
West Virginia,"332 Fabricated Metal Products, Nesoi",World Total,2009,"121,373,308"
West Virginia,"332 Fabricated Metal Products, Nesoi",World Total,2010,"124,452,301"
West Virginia,"332 Fabricated Metal Products, Nesoi",World Total,2011,"145,214,673"
West Virginia,"332 Fabricated Metal Products, Nesoi",World Total,2012,"190,809,760"
West Virginia,"332 Fabricated Metal Products, Nesoi",World Total,2013,"215,242,145"
West Virginia,"332 Fabricated Metal Products, Nesoi",World Total,2014,"228,935,839"
West Virginia,"332 Fabricated Metal Products, Nesoi",World Total,2015,"260,665,494"
West Virginia,"332 Fabricated Metal Products, Nesoi",World Total,2016,"191,335,760"
West Virginia,"332 Fabricated Metal Products, Nesoi",World Total,2017,"179,894,852"
West Virginia,"333 Machinery, Except Electrical",World Total,2008,"203,740,361"
West Virginia,"333 Machinery, Except Electrical",World Total,2009,"193,280,547"
West Virginia,"333 Machinery, Except Electrical",World Total,2010,"213,512,719"
West Virginia,"333 Machinery, Except Electrical",World Total,2011,"254,236,056"
West Virginia,"333 Machinery, Except Electrical",World Total,2012,"242,866,405"
West Virginia,"333 Machinery, Except Electrical",World Total,2013,"287,287,288"
West Virginia,"333 Machinery, Except Electrical",World Total,2014,"287,135,998"
West Virginia,"333 Machinery, Except Electrical",World Total,2015,"262,300,711"
West Virginia,"333 Machinery, Except Electrical",World Total,2016,"224,357,510"
West Virginia,"333 Machinery, Except Electrical",World Total,2017,"291,758,009"
West Virginia,334 Computer & Electronic Products,World Total,2008,"178,893,990"
West Virginia,334 Computer & Electronic Products,World Total,2009,"124,991,810"
West Virginia,334 Computer & Electronic Products,World Total,2010,"213,262,807"
West Virginia,334 Computer & Electronic Products,World Total,2011,"271,126,263"
West Virginia,334 Computer & Electronic Products,World Total,2012,"304,030,282"
West Virginia,334 Computer & Electronic Products,World Total,2013,"286,584,989"
West Virginia,334 Computer & Electronic Products,World Total,2014,"289,978,606"
West Virginia,334 Computer & Electronic Products,World Total,2015,"269,105,251"
West Virginia,334 Computer & Electronic Products,World Total,2016,"269,499,345"
West Virginia,334 Computer & Electronic Products,World Total,2017,"272,019,837"
West Virginia,"335 Electrical Equipment, Appliances & Components",World Total,2008,"57,903,212"
West Virginia,"335 Electrical Equipment, Appliances & Components",World Total,2009,"49,451,228"
West Virginia,"335 Electrical Equipment, Appliances & Components",World Total,2010,"62,232,682"
West Virginia,"335 Electrical Equipment, Appliances & Components",World Total,2011,"63,524,121"
West Virginia,"335 Electrical Equipment, Appliances & Components",World Total,2012,"43,453,737"
West Virginia,"335 Electrical Equipment, Appliances & Components",World Total,2013,"49,692,012"
West Virginia,"335 Electrical Equipment, Appliances & Components",World Total,2014,"49,508,629"
West Virginia,"335 Electrical Equipment, Appliances & Components",World Total,2015,"45,940,070"
West Virginia,"335 Electrical Equipment, Appliances & Components",World Total,2016,"32,040,060"
West Virginia,"335 Electrical Equipment, Appliances & Components",World Total,2017,"45,596,921"
West Virginia,336 Transportation Equipment,World Total,2008,"642,763,553"
West Virginia,336 Transportation Equipment,World Total,2009,"558,276,170"
West Virginia,336 Transportation Equipment,World Total,2010,"708,247,299"
West Virginia,336 Transportation Equipment,World Total,2011,"680,237,762"
West Virginia,336 Transportation Equipment,World Total,2012,"943,473,028"
West Virginia,336 Transportation Equipment,World Total,2013,"859,133,032"
West Virginia,336 Transportation Equipment,World Total,2014,"993,049,508"
West Virginia,336 Transportation Equipment,World Total,2015,"1,199,645,145"
West Virginia,336 Transportation Equipment,World Total,2016,"1,054,409,137"
West Virginia,336 Transportation Equipment,World Total,2017,"1,080,545,852"
West Virginia,337 Furniture & Fixtures,World Total,2008,"16,947,985"
West Virginia,337 Furniture & Fixtures,World Total,2009,"20,232,054"
West Virginia,337 Furniture & Fixtures,World Total,2010,"19,226,368"
West Virginia,337 Furniture & Fixtures,World Total,2011,"19,074,788"
West Virginia,337 Furniture & Fixtures,World Total,2012,"17,662,396"
West Virginia,337 Furniture & Fixtures,World Total,2013,"13,055,379"
West Virginia,337 Furniture & Fixtures,World Total,2014,"19,058,523"
West Virginia,337 Furniture & Fixtures,World Total,2015,"19,552,238"
West Virginia,337 Furniture & Fixtures,World Total,2016,"17,601,347"
West Virginia,337 Furniture & Fixtures,World Total,2017,"15,296,748"
West Virginia,339 Miscellaneous Manufactured Commodities,World Total,2008,"29,180,510"
West Virginia,339 Miscellaneous Manufactured Commodities,World Total,2009,"27,252,615"
West Virginia,339 Miscellaneous Manufactured Commodities,World Total,2010,"27,325,057"
West Virginia,339 Miscellaneous Manufactured Commodities,World Total,2011,"28,752,625"
West Virginia,339 Miscellaneous Manufactured Commodities,World Total,2012,"34,642,204"
West Virginia,339 Miscellaneous Manufactured Commodities,World Total,2013,"37,789,212"
West Virginia,339 Miscellaneous Manufactured Commodities,World Total,2014,"41,536,514"
West Virginia,339 Miscellaneous Manufactured Commodities,World Total,2015,"42,826,853"
West Virginia,339 Miscellaneous Manufactured Commodities,World Total,2016,"35,352,576"
West Virginia,339 Miscellaneous Manufactured Commodities,World Total,2017,"34,740,095"
West Virginia,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2008,"49,435"
West Virginia,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2009,"6,651"
West Virginia,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2010,"8,200"
West Virginia,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2011,"32,073"
West Virginia,910 Waste And Scrap,World Total,2008,"51,892,298"
West Virginia,910 Waste And Scrap,World Total,2009,"27,998,356"
West Virginia,910 Waste And Scrap,World Total,2010,"40,714,172"
West Virginia,910 Waste And Scrap,World Total,2011,"19,766,141"
West Virginia,910 Waste And Scrap,World Total,2012,"17,676,346"
West Virginia,910 Waste And Scrap,World Total,2013,"15,623,381"
West Virginia,910 Waste And Scrap,World Total,2014,"23,607,833"
West Virginia,910 Waste And Scrap,World Total,2015,"19,158,108"
West Virginia,910 Waste And Scrap,World Total,2016,"12,618,849"
West Virginia,910 Waste And Scrap,World Total,2017,"18,264,136"
West Virginia,920 Used Or Second-hand Merchandise,World Total,2008,"3,440,728"
West Virginia,920 Used Or Second-hand Merchandise,World Total,2009,"6,532,314"
West Virginia,920 Used Or Second-hand Merchandise,World Total,2010,"774,834"
West Virginia,920 Used Or Second-hand Merchandise,World Total,2011,"9,120,608"
West Virginia,930 Used Or Second-hand Merchandise,World Total,2012,"697,060"
West Virginia,930 Used Or Second-hand Merchandise,World Total,2013,"324,421"
West Virginia,930 Used Or Second-hand Merchandise,World Total,2014,"527,922"
West Virginia,930 Used Or Second-hand Merchandise,World Total,2015,"679,255"
West Virginia,930 Used Or Second-hand Merchandise,World Total,2016,"1,374,530"
West Virginia,930 Used Or Second-hand Merchandise,World Total,2017,"1,419,350"
West Virginia,980 Goods Returned (exports For Canada Only),World Total,2008,"144,543,469"
West Virginia,980 Goods Returned (exports For Canada Only),World Total,2009,"84,230,849"
West Virginia,980 Goods Returned (exports For Canada Only),World Total,2010,"137,161,361"
West Virginia,980 Goods Returned (exports For Canada Only),World Total,2011,"114,426,480"
West Virginia,980 Goods Returned (exports For Canada Only),World Total,2012,"187,313,557"
West Virginia,980 Goods Returned (exports For Canada Only),World Total,2013,"103,366,612"
West Virginia,980 Goods Returned (exports For Canada Only),World Total,2014,"97,384,370"
West Virginia,980 Goods Returned (exports For Canada Only),World Total,2015,"154,723,545"
West Virginia,980 Goods Returned (exports For Canada Only),World Total,2016,"118,981,534"
West Virginia,980 Goods Returned (exports For Canada Only),World Total,2017,"123,251,734"
West Virginia,990 Other Special Classification Provisions,World Total,2008,"143,407"
West Virginia,990 Other Special Classification Provisions,World Total,2009,"202,596"
West Virginia,990 Other Special Classification Provisions,World Total,2010,"87,346"
West Virginia,990 Other Special Classification Provisions,World Total,2011,"359,354"
West Virginia,990 Other Special Classification Provisions,World Total,2012,"9,388"
West Virginia,990 Other Special Classification Provisions,World Total,2013,"5,796"
West Virginia,990 Other Special Classification Provisions,World Total,2014,"14,343"
West Virginia,990 Other Special Classification Provisions,World Total,2015,"5,000"
West Virginia,990 Other Special Classification Provisions,World Total,2016,"64,103"
West Virginia,990 Other Special Classification Provisions,World Total,2017,"49,303"
Wisconsin,111 Agricultural Products,World Total,2008,"157,319,306"
Wisconsin,111 Agricultural Products,World Total,2009,"220,798,964"
Wisconsin,111 Agricultural Products,World Total,2010,"196,993,079"
Wisconsin,111 Agricultural Products,World Total,2011,"190,986,315"
Wisconsin,111 Agricultural Products,World Total,2012,"319,655,784"
Wisconsin,111 Agricultural Products,World Total,2013,"190,176,183"
Wisconsin,111 Agricultural Products,World Total,2014,"205,368,970"
Wisconsin,111 Agricultural Products,World Total,2015,"265,296,021"
Wisconsin,111 Agricultural Products,World Total,2016,"183,137,909"
Wisconsin,111 Agricultural Products,World Total,2017,"229,837,119"
Wisconsin,112 Livestock & Livestock Products,World Total,2008,"131,454,930"
Wisconsin,112 Livestock & Livestock Products,World Total,2009,"116,986,414"
Wisconsin,112 Livestock & Livestock Products,World Total,2010,"136,913,132"
Wisconsin,112 Livestock & Livestock Products,World Total,2011,"149,104,327"
Wisconsin,112 Livestock & Livestock Products,World Total,2012,"144,545,121"
Wisconsin,112 Livestock & Livestock Products,World Total,2013,"206,463,856"
Wisconsin,112 Livestock & Livestock Products,World Total,2014,"281,789,092"
Wisconsin,112 Livestock & Livestock Products,World Total,2015,"181,231,276"
Wisconsin,112 Livestock & Livestock Products,World Total,2016,"165,760,464"
Wisconsin,112 Livestock & Livestock Products,World Total,2017,"145,462,609"
Wisconsin,"113 Forestry Products, Nesoi",World Total,2008,"8,243,689"
Wisconsin,"113 Forestry Products, Nesoi",World Total,2009,"7,374,857"
Wisconsin,"113 Forestry Products, Nesoi",World Total,2010,"6,402,872"
Wisconsin,"113 Forestry Products, Nesoi",World Total,2011,"8,341,322"
Wisconsin,"113 Forestry Products, Nesoi",World Total,2012,"7,570,473"
Wisconsin,"113 Forestry Products, Nesoi",World Total,2013,"9,421,577"
Wisconsin,"113 Forestry Products, Nesoi",World Total,2014,"8,468,267"
Wisconsin,"113 Forestry Products, Nesoi",World Total,2015,"13,308,198"
Wisconsin,"113 Forestry Products, Nesoi",World Total,2016,"10,516,687"
Wisconsin,"113 Forestry Products, Nesoi",World Total,2017,"9,742,996"
Wisconsin,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2008,"24,782,231"
Wisconsin,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2009,"19,866,858"
Wisconsin,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2010,"21,803,678"
Wisconsin,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2011,"21,667,709"
Wisconsin,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2012,"25,684,119"
Wisconsin,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2013,"22,168,438"
Wisconsin,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2014,"21,740,365"
Wisconsin,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2015,"20,648,094"
Wisconsin,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2016,"21,245,775"
Wisconsin,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2017,"21,383,652"
Wisconsin,211 Oil & Gas,World Total,2008,"604,618,162"
Wisconsin,211 Oil & Gas,World Total,2009,"159,072,401"
Wisconsin,211 Oil & Gas,World Total,2010,"54,115,338"
Wisconsin,211 Oil & Gas,World Total,2011,"47,130,279"
Wisconsin,211 Oil & Gas,World Total,2012,"83,846,875"
Wisconsin,211 Oil & Gas,World Total,2013,"74,806,623"
Wisconsin,211 Oil & Gas,World Total,2014,"118,562,548"
Wisconsin,211 Oil & Gas,World Total,2015,"113,057,534"
Wisconsin,211 Oil & Gas,World Total,2016,"66,332,708"
Wisconsin,211 Oil & Gas,World Total,2017,"132,265,169"
Wisconsin,212 Minerals & Ores,World Total,2008,"30,310,830"
Wisconsin,212 Minerals & Ores,World Total,2009,"28,633,054"
Wisconsin,212 Minerals & Ores,World Total,2010,"22,738,443"
Wisconsin,212 Minerals & Ores,World Total,2011,"28,839,214"
Wisconsin,212 Minerals & Ores,World Total,2012,"25,519,902"
Wisconsin,212 Minerals & Ores,World Total,2013,"51,916,973"
Wisconsin,212 Minerals & Ores,World Total,2014,"42,586,964"
Wisconsin,212 Minerals & Ores,World Total,2015,"38,013,859"
Wisconsin,212 Minerals & Ores,World Total,2016,"20,680,105"
Wisconsin,212 Minerals & Ores,World Total,2017,"25,806,194"
Wisconsin,311 Food & Kindred Products,World Total,2008,"692,257,441"
Wisconsin,311 Food & Kindred Products,World Total,2009,"652,487,495"
Wisconsin,311 Food & Kindred Products,World Total,2010,"686,556,302"
Wisconsin,311 Food & Kindred Products,World Total,2011,"1,090,736,546"
Wisconsin,311 Food & Kindred Products,World Total,2012,"1,036,714,954"
Wisconsin,311 Food & Kindred Products,World Total,2013,"704,069,379"
Wisconsin,311 Food & Kindred Products,World Total,2014,"783,222,265"
Wisconsin,311 Food & Kindred Products,World Total,2015,"752,110,421"
Wisconsin,311 Food & Kindred Products,World Total,2016,"793,561,591"
Wisconsin,311 Food & Kindred Products,World Total,2017,"797,159,745"
Wisconsin,312 Beverages & Tobacco Products,World Total,2008,"66,309,839"
Wisconsin,312 Beverages & Tobacco Products,World Total,2009,"60,817,230"
Wisconsin,312 Beverages & Tobacco Products,World Total,2010,"66,388,986"
Wisconsin,312 Beverages & Tobacco Products,World Total,2011,"76,572,740"
Wisconsin,312 Beverages & Tobacco Products,World Total,2012,"72,692,636"
Wisconsin,312 Beverages & Tobacco Products,World Total,2013,"74,257,213"
Wisconsin,312 Beverages & Tobacco Products,World Total,2014,"72,649,825"
